Technology,ISORTO,Plant Code,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),LAT,LON,PLHTIAN,PLNGENAN,FC,MC
Short-duration batteries,PJM,80413,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80414,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80415,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80416,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80417,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80418,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80419,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80420,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80421,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80422,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80423,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80424,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80425,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80426,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80427,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80428,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80429,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80430,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80431,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80432,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80433,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80434,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80435,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80436,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80437,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80438,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80439,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80440,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80441,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80442,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80443,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80444,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80445,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80446,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80447,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80448,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80449,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80450,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80451,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80452,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80453,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80454,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80455,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80456,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80457,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80458,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80459,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80460,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80461,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80462,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80463,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80464,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80465,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80466,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80467,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80468,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80469,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80470,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80471,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80472,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80473,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80474,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80475,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80476,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80477,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80478,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80479,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80480,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80481,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80482,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80483,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80484,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80485,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80486,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80487,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80488,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80489,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80490,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80491,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80492,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80493,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80494,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80495,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80496,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80497,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80498,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80499,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80500,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80501,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80502,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80503,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80504,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80505,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80506,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80507,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80508,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80509,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80510,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80511,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80512,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80513,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80514,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80515,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80516,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80517,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80518,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80519,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80520,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80521,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80522,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80523,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80524,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80525,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80526,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80527,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80528,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80529,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80530,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80531,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80532,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
Short-duration batteries,PJM,80533,11.48709677419355,45.9483870967742,41.7678,-88.8867,0.0, ,0.0,0.0
